Country,YearsCode,EdLevel,Employment,DevType,OrgSize,RemoteWork,WorkExp,Industry,Age,ICorPM,ToolCountWork,log_salary,has_high_pay_lang,LanguageCount,DatabaseCount,PlatformCount,yearsCode_sq,WorkExp_sq,Exp_ratio,Tech_breadth
Ukraine,1.0,,1,Other,,2,7.0,Software Development,2.0,0.0,15.0,9.391327705757,0,1.0,1.0,1.0,1.0,49.0,3.5,3.0
United Kingdom of Great Britain and Northern Ireland,11.0,5.0,1,Mobile,4.0,2,4.0,Software Development,1.0,0.0,7.0,11.506746413893513,1,2.0,2.0,4.0,121.0,16.0,0.3333333333333333,8.0
United States of America,19.0,5.0,1,Full-stack,,1,15.0,Software Development,2.0,,4.0,12.07254696717504,0,5.0,4.0,7.0,361.0,225.0,0.75,16.0
United States of America,35.0,5.0,1,Back-end,2.0,2,28.0,Software Development,3.0,0.0,3.0,12.206077645517674,0,,,,1225.0,784.0,0.7777777777777778,0.0
United States of America,20.0,5.0,1,Other,3.0,1,15.0,Manufacturing,1.0,0.0,12.0,11.626263078808801,0,11.0,4.0,11.0,400.0,225.0,0.7142857142857143,26.0
United States of America,11.0,5.0,1,Full-stack,1.0,2,6.0,Other:,1.0,0.0,5.0,11.813037464800539,0,4.0,4.0,7.0,121.0,36.0,0.5,15.0
United States of America,13.0,5.0,1,Full-stack,,2,10.0,Other:,1.0,0.0,6.0,11.51293546492023,0,4.0,3.0,1.0,169.0,100.0,0.7142857142857143,8.0
France,17.0,,1,Devops/Cloud,2.0,2,5.0,Software Development,0.0,0.0,5.0,10.968336211051428,1,9.0,3.0,5.0,289.0,25.0,0.2777777777777778,17.0
Switzerland,7.0,,1,Other,3.0,1,5.0,Manufacturing,0.0,1.0,10.0,9.607773308387083,1,15.0,7.0,18.0,49.0,25.0,0.625,40.0
Belgium,25.0,,1,Management,5.0,0,20.0,Government,2.0,0.0,,12.066942753369188,0,3.0,,,625.0,400.0,0.7692307692307693,0.0
United States of America,17.0,,1,Full-stack,,1,17.0,Other:,3.0,0.0,3.0,11.608244735642321,1,9.0,5.0,13.0,289.0,289.0,0.9444444444444444,27.0
United States of America,20.0,,1,Front-end,4.0,2,20.0,Software Development,2.0,0.0,4.0,12.08954444723597,0,5.0,,14.0,400.0,400.0,0.9523809523809523,0.0
Italy,40.0,,1,Devops/Cloud,,1,33.0,Software Development,4.0,,30.0,11.150663514162712,1,21.0,9.0,6.0,1600.0,1089.0,0.8048780487804879,36.0
Germany,8.0,,1,Full-stack,,0,3.0,Other:,0.0,0.0,6.0,10.515804215181525,0,3.0,1.0,2.0,64.0,9.0,0.3333333333333333,6.0
United States of America,43.0,5.0,1,Embedded/Hardware,5.0,2,31.0,Software Development,4.0,0.0,9.0,12.100717685412471,0,4.0,,8.0,1849.0,961.0,0.7045454545454546,0.0
United States of America,31.0,,1,Management,2.0,2,26.0,Software Development,3.0,1.0,7.0,11.813037464800539,0,3.0,6.0,9.0,961.0,676.0,0.8125,18.0
United States of America,5.0,5.0,1,Full-stack,3.0,1,4.0,Software Development,1.0,0.0,4.0,10.859018228147887,0,7.0,3.0,4.0,25.0,16.0,0.6666666666666666,14.0
Sweden,17.0,5.0,1,Full-stack,2.0,1,14.0,Software Development,2.0,0.0,4.0,11.080263862173592,0,2.0,1.0,,289.0,196.0,0.7777777777777778,0.0
Other,15.0,5.0,1,Full-stack,5.0,0,9.0,Banking/Financial Services,1.0,0.0,4.0,11.110146745287372,1,9.0,4.0,,225.0,81.0,0.5625,0.0
Germany,20.0,5.0,1,Full-stack,2.0,2,10.0,Software Development,2.0,,14.0,11.290419210539214,0,2.0,1.0,2.0,400.0,100.0,0.47619047619047616,5.0
Germany,5.0,,1,Data/ML,2.0,1,5.0,Other:,2.0,0.0,5.0,10.968336211051428,0,5.0,1.0,4.0,25.0,25.0,0.8333333333333334,10.0
Other,43.0,,1,Full-stack,2.0,0,40.0,Software Development,4.0,0.0,10.0,10.388533723314632,0,9.0,3.0,3.0,1849.0,1600.0,0.9090909090909091,15.0
France,19.0,,1,Other,1.0,1,8.0,Software Development,1.0,0.0,8.0,10.765005258562992,1,6.0,,2.0,361.0,64.0,0.4,0.0
Germany,22.0,,1,Data/ML,,2,16.0,Software Development,2.0,0.0,5.0,11.756788869858779,0,2.0,5.0,3.0,484.0,256.0,0.6956521739130435,10.0
United States of America,25.0,5.0,1,Management,2.0,1,22.0,Software Development,3.0,1.0,10.0,12.611541086966115,0,1.0,3.0,3.0,625.0,484.0,0.8461538461538461,7.0
Spain,30.0,5.0,1,Other,4.0,1,15.0,"Internet, Telecomm or Information Services",2.0,1.0,50.0,11.556119045056985,1,30.0,20.0,24.0,900.0,225.0,0.4838709677419355,74.0
Germany,40.0,5.0,1,Full-stack,,1,29.0,Other,4.0,0.0,30.0,11.556119045056985,0,11.0,4.0,8.0,1600.0,841.0,0.7073170731707317,23.0
France,8.0,,1,Other,1.0,0,20.0,Other:,3.0,1.0,5.0,10.457516333602767,0,2.0,,,64.0,400.0,2.2222222222222223,0.0
United States of America,45.0,,1,Back-end,3.0,2,30.0,Software Development,4.0,0.0,4.0,11.918397239722838,0,3.0,1.0,3.0,2025.0,900.0,0.6521739130434783,7.0
Other,15.0,,1,Full-stack,2.0,1,12.0,Fintech,1.0,0.0,10.0,11.556119045056985,1,10.0,5.0,5.0,225.0,144.0,0.75,20.0
Canada,13.0,5.0,1,Full-stack,6.0,1,6.0,"Internet, Telecomm or Information Services",1.0,0.0,20.0,11.302019231320497,0,10.0,5.0,8.0,169.0,36.0,0.42857142857142855,23.0
United States of America,32.0,5.0,1,Other,4.0,2,25.0,Other:,3.0,0.0,4.0,12.031725210748633,0,7.0,3.0,8.0,1024.0,625.0,0.7575757575757576,18.0
United States of America,15.0,5.0,1,Back-end,3.0,1,10.0,Software Development,1.0,0.0,2.0,12.230770136157428,1,3.0,2.0,5.0,225.0,100.0,0.625,10.0
India,5.0,5.0,1,Full-stack,,2,1.0,Software Development,0.0,0.0,8.0,9.766349664317493,0,9.0,8.0,15.0,25.0,1.0,0.16666666666666666,32.0
Sweden,26.0,,1,Full-stack,3.0,1,19.0,Software Development,2.0,0.0,10.0,11.36400773600799,1,7.0,5.0,17.0,676.0,361.0,0.7037037037037037,29.0
Italy,16.0,5.0,1,Full-stack,1.0,2,7.0,Software Development,1.0,0.0,4.0,11.498958377741612,0,4.0,1.0,7.0,256.0,49.0,0.4117647058823529,12.0
Other,38.0,,1,Other,5.0,1,30.0,Other:,3.0,1.0,100.0,11.045302998504885,0,7.0,9.0,17.0,1444.0,900.0,0.7692307692307693,33.0
United Kingdom of Great Britain and Northern Ireland,17.0,5.0,1,Back-end,5.0,1,10.0,Software Development,1.0,0.0,,12.00377896707668,1,4.0,2.0,1.0,289.0,100.0,0.5555555555555556,7.0
United States of America,31.0,5.0,1,Other,3.0,2,23.0,Other,3.0,1.0,17.0,11.884495917930655,1,6.0,3.0,,961.0,529.0,0.71875,0.0
Austria,12.0,,1,Other,1.0,0,6.0,Higher Education,1.0,0.0,10.0,11.332985070956667,0,3.0,,,144.0,36.0,0.46153846153846156,0.0
Netherlands,6.0,,1,Devops/Cloud,2.0,1,4.0,"Internet, Telecomm or Information Services",0.0,0.0,25.0,10.782014109989266,1,5.0,,15.0,36.0,16.0,0.5714285714285714,0.0
Brazil,14.0,,1, Data/ML,,1,12.0,Banking/Financial Services,1.0,0.0,9.0,10.502543809696478,0,1.0,1.0,3.0,196.0,144.0,0.8,5.0
Spain,25.0,,1,Back-end,5.0,2,22.0,Software Development,2.0,0.0,4.0,11.150663514162712,0,,4.0,8.0,625.0,484.0,0.8461538461538461,0.0
Poland,18.0,,1,Full-stack,6.0,2,7.0,Software Development,1.0,0.0,3.0,11.272076086537087,0,5.0,3.0,12.0,324.0,49.0,0.3684210526315789,20.0
United States of America,30.0,5.0,1,Full-stack,,2,29.0,Government,5.0,0.0,1.0,11.759793355371237,1,7.0,2.0,3.0,900.0,841.0,0.9354838709677419,12.0
United States of America,46.0,,1,Other,,1,46.0,Government,5.0,,15.0,12.323860125621126,1,3.0,3.0,3.0,2116.0,2116.0,0.9787234042553191,9.0
United Kingdom of Great Britain and Northern Ireland,16.0,5.0,1,Management,5.0,1,13.0,Other,1.0,1.0,13.0,11.934782160629378,0,,,,256.0,169.0,0.7647058823529411,0.0
Sweden,20.0,,1,Full-stack,,1,8.0,"Internet, Telecomm or Information Services",1.0,,12.0,11.094177529405146,1,8.0,3.0,4.0,400.0,64.0,0.38095238095238093,15.0
United Kingdom of Great Britain and Northern Ireland,14.0,5.0,1,Other,6.0,2,7.0,Software Development,2.0,0.0,9.0,12.044600227072179,0,4.0,1.0,3.0,196.0,49.0,0.4666666666666667,8.0
Other,3.0,,1,Data/ML,6.0,1,9.0,"Internet, Telecomm or Information Services",1.0,0.0,8.0,11.202220385360908,0,4.0,2.0,1.0,9.0,81.0,2.25,7.0
France,15.0,,1,Full-stack,,1,15.0,Other:,2.0,,8.0,10.968336211051428,0,5.0,3.0,4.0,225.0,225.0,0.9375,12.0
United Kingdom of Great Britain and Northern Ireland,16.0,,1,Front-end,,1,15.0,Other,2.0,,4.0,11.6589374006013,0,4.0,2.0,,256.0,225.0,0.8823529411764706,0.0
United Kingdom of Great Britain and Northern Ireland,8.0,5.0,1,Back-end,,1,8.0,Software Development,1.0,0.0,10.0,11.560095269446618,0,6.0,5.0,10.0,64.0,64.0,0.8888888888888888,21.0
Romania,4.0,5.0,1,Full-stack,2.0,0,1.0,Software Development,0.0,0.0,5.0,9.61146273065021,0,9.0,2.0,4.0,16.0,1.0,0.2,15.0
France,5.0,,1,Back-end,,1,3.0,Banking/Financial Services,1.0,,6.0,11.85210118673717,0,5.0,3.0,5.0,25.0,9.0,0.5,13.0
Poland,5.0,,1,Other,3.0,1,3.0,Banking/Financial Services,2.0,0.0,10.0,11.002749630045734,0,5.0,,2.0,25.0,9.0,0.5,0.0
United States of America,15.0,,1,Full-stack,3.0,1,15.0,Software Development,3.0,0.0,8.0,11.982935344196433,0,6.0,5.0,3.0,225.0,225.0,0.9375,14.0
Other,33.0,,1,Other,4.0,0,27.0,Higher Education,4.0,0.0,5.0,11.661483391611373,0,6.0,3.0,4.0,1089.0,729.0,0.7941176470588235,13.0
Other,18.0,,1,Embedded/Hardware,,1,14.0,"Internet, Telecomm or Information Services",2.0,0.0,2.0,11.71026698852057,0,7.0,2.0,,324.0,196.0,0.7368421052631579,0.0
Canada,20.0,5.0,1,Full-stack,,2,13.0,Fintech,2.0,0.0,5.0,11.46002034597524,1,8.0,1.0,7.0,400.0,169.0,0.6190476190476191,16.0
Other,15.0,5.0,1,Back-end,5.0,2,15.0,Software Development,2.0,0.0,5.0,11.51293546492023,0,7.0,4.0,6.0,225.0,225.0,0.9375,17.0
Other,10.0,5.0,1,Back-end,4.0,1,6.0,Banking/Financial Services,1.0,1.0,2.0,10.765871050341373,0,5.0,5.0,3.0,100.0,36.0,0.5454545454545454,13.0
United States of America,9.0,,1,Devops/Cloud,3.0,2,15.0,Other:,3.0,1.0,4.0,12.031725210748633,1,8.0,8.0,18.0,81.0,225.0,1.5,34.0
Switzerland,35.0,,1,Full-stack,3.0,2,30.0,Fintech,3.0,1.0,8.0,11.610188282590439,0,5.0,2.0,5.0,1225.0,900.0,0.8333333333333334,12.0
United Kingdom of Great Britain and Northern Ireland,13.0,,1,Back-end,2.0,1,6.0,Other:,1.0,0.0,6.0,11.464785089642293,0,4.0,1.0,2.0,169.0,36.0,0.42857142857142855,7.0
Germany,20.0,5.0,1,Back-end,3.0,1,10.0,Software Development,1.0,0.0,,11.373801319159593,1,9.0,3.0,7.0,400.0,100.0,0.47619047619047616,19.0
Other,10.0,,1,Other,4.0,1,15.0,Software Development,3.0,0.0,5.0,10.417179065715164,0,4.0,10.0,14.0,100.0,225.0,1.3636363636363635,28.0
Germany,10.0,5.0,1,Back-end,5.0,2,7.0,Software Development,1.0,0.0,25.0,12.066942753369188,1,6.0,3.0,6.0,100.0,49.0,0.6363636363636364,15.0
Germany,15.0,5.0,1,Full-stack,,1,11.0,Software Development,1.0,,,12.066942753369188,0,4.0,6.0,10.0,225.0,121.0,0.6875,20.0
United Kingdom of Great Britain and Northern Ireland,45.0,,1,Other,4.0,2,30.0,Other:,4.0,1.0,7.0,12.15792702359876,0,9.0,3.0,8.0,2025.0,900.0,0.6521739130434783,20.0
United States of America,13.0,,1,Data/ML,,2,5.0,Other,4.0,0.0,13.0,11.418625774449598,0,5.0,1.0,,169.0,25.0,0.35714285714285715,0.0
France,10.0,,1, Data/ML,2.0,1,25.0,Retail and Consumer Services,3.0,1.0,10.0,11.498958377741612,0,3.0,3.0,9.0,100.0,625.0,2.272727272727273,15.0
Switzerland,8.0,,1,Front-end,6.0,0,3.0,Manufacturing,1.0,0.0,12.0,11.130155854594246,0,6.0,3.0,4.0,64.0,9.0,0.3333333333333333,13.0
Denmark,45.0,,1,Other,,1,35.0,Software Development,4.0,,20.0,11.666856120593938,0,11.0,4.0,12.0,2025.0,1225.0,0.7608695652173914,27.0
Other,3.0,,1,Data/ML,2.0,0,15.0,Software Development,3.0,1.0,6.0,10.968336211051428,0,4.0,1.0,,9.0,225.0,3.75,0.0
Other,8.0,,1,Other,2.0,2,18.0,Other,2.0,1.0,10.0,11.46612731542159,0,1.0,5.0,7.0,64.0,324.0,2.0,13.0
United States of America,60.0,5.0,1,Other,1.0,0,60.0,Other,5.0,0.0,2.0,11.461642696843066,0,4.0,3.0,2.0,3600.0,3600.0,0.9836065573770492,9.0
Canada,8.0,5.0,1,Embedded/Hardware,3.0,1,3.0,Manufacturing,1.0,0.0,7.0,10.995763139986401,0,4.0,,7.0,64.0,9.0,0.3333333333333333,0.0
France,20.0,,1,Full-stack,,1,12.0,Software Development,1.0,,5.0,10.147374464988237,0,5.0,2.0,5.0,400.0,144.0,0.5714285714285714,12.0
Germany,6.0,5.0,1,Other,,1,2.0,Manufacturing,0.0,0.0,50.0,9.541297427909285,0,,,,36.0,4.0,0.2857142857142857,0.0
Spain,37.0,,1,Other,,1,28.0,Manufacturing,3.0,0.0,15.0,11.150663514162712,0,6.0,1.0,6.0,1369.0,784.0,0.7368421052631579,13.0
Other,18.0,,1,Other,4.0,1,10.0,Banking/Financial Services,1.0,1.0,15.0,11.532737896139919,1,5.0,3.0,4.0,324.0,100.0,0.5263157894736842,12.0
Other,6.0,5.0,1,Other,3.0,2,3.0,"Internet, Telecomm or Information Services",1.0,0.0,3.0,9.946738594530443,1,7.0,9.0,9.0,36.0,9.0,0.42857142857142855,25.0
Other,41.0,5.0,1,Full-stack,1.0,2,31.0,Software Development,3.0,0.0,6.0,10.373522431293592,0,12.0,7.0,9.0,1681.0,961.0,0.7380952380952381,28.0
United States of America,25.0,5.0,1,Other,2.0,0,10.0,Higher Education,3.0,0.0,5.0,10.757924157061597,1,8.0,2.0,3.0,625.0,100.0,0.38461538461538464,13.0
Other,6.0,5.0,1, Data/ML,,0,4.0,Banking/Financial Services,1.0,1.0,4.0,10.970179085077808,0,,,,36.0,16.0,0.5714285714285714,0.0
Switzerland,20.0,,1,Back-end,4.0,1,7.0,Software Development,1.0,0.0,5.0,12.197990069336818,1,5.0,4.0,,400.0,49.0,0.3333333333333333,0.0
Romania,8.0,5.0,1,Full-stack,2.0,1,3.0,Software Development,0.0,0.0,,10.257308427491955,0,10.0,4.0,8.0,64.0,9.0,0.3333333333333333,22.0
Brazil,8.0,5.0,1,Full-stack,1.0,2,4.0,Software Development,0.0,0.0,4.0,9.298625936843543,0,5.0,3.0,5.0,64.0,16.0,0.4444444444444444,13.0
United States of America,20.0,,1,Other,5.0,2,15.0,Software Development,2.0,0.0,5.0,11.982935344196433,1,7.0,1.0,7.0,400.0,225.0,0.7142857142857143,15.0
Italy,1.0,,1,Back-end,1.0,0,,Software Development,0.0,0.0,7.0,10.147374464988237,1,6.0,2.0,,1.0,,,0.0
Germany,15.0,,1,Full-stack,1.0,2,10.0,Software Development,2.0,0.0,5.0,11.304805984955106,0,7.0,4.0,8.0,225.0,100.0,0.625,19.0
United States of America,20.0,5.0,1,Mobile,1.0,2,16.0,Software Development,2.0,0.0,10.0,12.323860125621126,1,10.0,4.0,8.0,400.0,256.0,0.7619047619047619,22.0
United States of America,12.0,,1,Full-stack,4.0,2,8.0,Software Development,1.0,0.0,,11.58989576532275,0,7.0,1.0,,144.0,64.0,0.6153846153846154,0.0
Germany,9.0,,1,Back-end,4.0,1,5.0,Other,1.0,0.0,4.0,11.275822431886601,1,9.0,4.0,8.0,81.0,25.0,0.5,21.0
United States of America,40.0,,1,Other,,1,32.0,"Internet, Telecomm or Information Services",4.0,1.0,4.0,12.611541086966115,1,7.0,,6.0,1600.0,1024.0,0.7804878048780488,0.0
Finland,18.0,,1,Embedded/Hardware,1.0,1,12.0,Software Development,2.0,0.0,,10.719891648587698,0,8.0,4.0,11.0,324.0,144.0,0.631578947368421,23.0
Other,15.0,,1,Full-stack,4.0,1,9.0,Banking/Financial Services,1.0,0.0,10.0,10.563000387097086,0,6.0,1.0,4.0,225.0,81.0,0.5625,11.0
Finland,19.0,,1,Devops/Cloud,3.0,1,15.0,"Internet, Telecomm or Information Services",1.0,0.0,7.0,11.438341995170033,1,10.0,2.0,8.0,361.0,225.0,0.75,20.0
Brazil,30.0,,1, Data/ML,5.0,2,36.0,Banking/Financial Services,4.0,0.0,5.0,10.908008917804642,0,4.0,6.0,1.0,900.0,1296.0,1.1612903225806452,11.0
United Kingdom of Great Britain and Northern Ireland,40.0,,1,Back-end,3.0,1,31.0,"Internet, Telecomm or Information Services",4.0,0.0,7.0,11.790996499002652,0,10.0,4.0,4.0,1600.0,961.0,0.7560975609756098,18.0
United States of America,15.0,,1,Mobile,2.0,2,14.0,Software Development,3.0,1.0,12.0,11.918397239722838,1,9.0,7.0,7.0,225.0,196.0,0.875,23.0
France,30.0,,1,Full-stack,5.0,1,20.0,Manufacturing,2.0,1.0,3.0,11.373801319159593,1,11.0,3.0,,900.0,400.0,0.6451612903225806,0.0
United States of America,10.0,5.0,1,Other,,1,4.0,Other,1.0,0.0,5.0,11.849404844423074,0,4.0,1.0,5.0,100.0,16.0,0.36363636363636365,10.0
Other,10.0,5.0,1,Back-end,2.0,2,7.0,Software Development,1.0,1.0,5.0,10.308985993422082,0,1.0,5.0,6.0,100.0,49.0,0.6363636363636364,12.0
United States of America,16.0,5.0,1,Back-end,,1,13.0,Software Development,2.0,,6.0,11.695255355062795,0,4.0,2.0,9.0,256.0,169.0,0.7647058823529411,15.0
Poland,15.0,5.0,1,Back-end,,2,12.0,"Internet, Telecomm or Information Services",2.0,0.0,17.0,11.718361153436424,0,5.0,,3.0,225.0,144.0,0.75,0.0
United States of America,8.0,5.0,1,Full-stack,,0,3.0,Manufacturing,0.0,0.0,10.0,11.350418300109132,1,9.0,,8.0,64.0,9.0,0.3333333333333333,0.0
Germany,12.0,,1,Other,1.0,2,6.0,Software Development,2.0,0.0,,11.843803511820838,0,4.0,5.0,8.0,144.0,36.0,0.46153846153846156,17.0
United States of America,33.0,,1,Other,,1,30.0,"Internet, Telecomm or Information Services",3.0,,6.0,12.04355959836804,0,6.0,2.0,5.0,1089.0,900.0,0.8823529411764706,13.0
Brazil,4.0,,1,Front-end,1.0,2,4.0,Healthcare,0.0,1.0,10.0,9.298625936843543,0,7.0,2.0,11.0,16.0,16.0,0.8,20.0
Spain,17.0,,1,Other,,1,25.0,Manufacturing,3.0,0.0,15.0,11.063649525214753,0,6.0,5.0,,289.0,625.0,1.3888888888888888,0.0
United States of America,25.0,5.0,1,Other,3.0,1,25.0,Higher Education,3.0,1.0,5.0,11.775297421715827,1,10.0,3.0,8.0,625.0,625.0,0.9615384615384616,21.0
Spain,12.0,,1,Other,5.0,1,11.0,Manufacturing,2.0,0.0,10.0,10.745205588904774,0,3.0,2.0,2.0,144.0,121.0,0.8461538461538461,7.0
Austria,13.0,,1,Other,3.0,1,12.0,Other,1.0,0.0,5.0,11.165550003636666,0,,,,169.0,144.0,0.8571428571428571,0.0
Germany,12.0,,1,Front-end,2.0,1,12.0,Software Development,2.0,1.0,2.0,11.498958377741612,1,9.0,2.0,,144.0,144.0,0.9230769230769231,0.0
Canada,32.0,,1,Full-stack,1.0,2,25.0,Software Development,2.0,0.0,7.0,10.974523073434003,1,7.0,3.0,8.0,1024.0,625.0,0.7575757575757576,18.0
Other,14.0,5.0,1,Full-stack,4.0,1,12.0,Banking/Financial Services,2.0,0.0,10.0,11.230708431949505,0,2.0,3.0,,196.0,144.0,0.8,0.0
United States of America,45.0,,1,Other,3.0,2,45.0,Banking/Financial Services,4.0,0.0,4.0,11.898194668458823,0,2.0,4.0,,2025.0,2025.0,0.9782608695652174,0.0
United Kingdom of Great Britain and Northern Ireland,35.0,5.0,1,Back-end,,2,45.0,Software Development,5.0,0.0,10.0,11.16754365571907,0,7.0,2.0,1.0,1225.0,2025.0,1.25,10.0
Spain,10.0,,1,Full-stack,,2,6.0,Software Development,1.0,0.0,5.0,11.661483391611373,1,7.0,4.0,6.0,100.0,36.0,0.5454545454545454,17.0
France,15.0,,1,Front-end,2.0,1,10.0,Software Development,1.0,0.0,10.0,11.230708431949505,0,4.0,4.0,3.0,225.0,100.0,0.625,11.0
India,23.0,5.0,1,Other,3.0,1,13.0,Software Development,2.0,0.0,9.0,10.524010275375073,0,,,,529.0,169.0,0.5416666666666666,0.0
Czech Republic,15.0,,1,Embedded/Hardware,1.0,1,8.0,Other,1.0,0.0,5.0,11.118415133585586,1,6.0,,9.0,225.0,64.0,0.5,0.0
France,8.0,,1, Data/ML,,1,6.0,"Internet, Telecomm or Information Services",1.0,,4.0,11.498958377741612,1,6.0,10.0,14.0,64.0,36.0,0.6666666666666666,30.0
United Kingdom of Great Britain and Northern Ireland,30.0,,1,Front-end,1.0,0,30.0,Other,3.0,0.0,4.0,10.799820445069336,0,4.0,,,900.0,900.0,0.967741935483871,0.0
Finland,20.0,5.0,1,Other,5.0,1,12.0,Software Development,2.0,0.0,15.0,10.88496659438935,0,7.0,4.0,6.0,400.0,144.0,0.5714285714285714,17.0
Canada,40.0,5.0,1,Other,2.0,2,35.0,Retail and Consumer Services,4.0,1.0,11.0,12.005466947955615,0,10.0,1.0,7.0,1600.0,1225.0,0.8536585365853658,18.0
Romania,3.0,5.0,1,Management,5.0,1,13.0,Software Development,2.0,1.0,7.0,11.140774235891998,0,,,,9.0,169.0,3.25,0.0
United Kingdom of Great Britain and Northern Ireland,33.0,5.0,1,Devops/Cloud,2.0,1,21.0,Software Development,2.0,0.0,5.0,12.15792702359876,1,4.0,5.0,6.0,1089.0,441.0,0.6176470588235294,15.0
United States of America,47.0,,1,Full-stack,3.0,2,45.0,Software Development,4.0,0.0,1.0,11.813037464800539,0,3.0,5.0,4.0,2209.0,2025.0,0.9375,12.0
United Kingdom of Great Britain and Northern Ireland,22.0,5.0,1,Full-stack,,2,19.0,Software Development,2.0,0.0,2.0,10.61749072697545,0,7.0,4.0,10.0,484.0,361.0,0.8260869565217391,21.0
United States of America,10.0,,1,Back-end,2.0,1,6.0,Fintech,1.0,1.0,,11.695255355062795,1,7.0,3.0,6.0,100.0,36.0,0.5454545454545454,16.0
Germany,45.0,,1,Other,5.0,1,40.0,Banking/Financial Services,4.0,0.0,5.0,11.661483391611373,0,5.0,2.0,7.0,2025.0,1600.0,0.8695652173913043,14.0
United States of America,11.0,5.0,1,Full-stack,3.0,1,9.0,Other,1.0,0.0,10.0,11.695255355062795,0,8.0,2.0,9.0,121.0,81.0,0.75,19.0
Canada,30.0,5.0,1,Full-stack,,1,26.0,Software Development,3.0,0.0,20.0,11.46002034597524,1,11.0,2.0,5.0,900.0,676.0,0.8387096774193549,18.0
Canada,30.0,,1,Other,5.0,1,17.0,Healthcare,2.0,1.0,5.0,10.909984552296432,0,6.0,2.0,,900.0,289.0,0.5483870967741935,0.0
Other,16.0,,1,Data/ML,4.0,2,16.0,Other,2.0,0.0,3.0,10.561784455660327,0,4.0,4.0,4.0,256.0,256.0,0.9411764705882353,12.0
United States of America,30.0,5.0,1,Front-end,3.0,2,25.0,Other:,3.0,0.0,3.0,11.289794413577894,0,3.0,3.0,1.0,900.0,625.0,0.8064516129032258,7.0
France,13.0,5.0,1,Embedded/Hardware,,2,12.0,Retail and Consumer Services,0.0,0.0,3.0,11.774804996589117,0,7.0,2.0,8.0,169.0,144.0,0.8571428571428571,17.0
United States of America,39.0,,1,Management,,1,28.0,Software Development,3.0,0.0,20.0,13.122365377402328,0,7.0,1.0,7.0,1521.0,784.0,0.7,15.0
Germany,11.0,,1,Other,,1,8.0,Other:,1.0,0.0,,11.556119045056985,1,3.0,,10.0,121.0,64.0,0.6666666666666666,0.0
France,11.0,,1,Other,3.0,1,9.0,Manufacturing,1.0,0.0,6.0,10.902205838383594,0,6.0,,,121.0,81.0,0.75,0.0
United Kingdom of Great Britain and Northern Ireland,15.0,5.0,1,Other,,1,9.0,Banking/Financial Services,1.0,0.0,12.0,12.044600227072179,0,5.0,1.0,5.0,225.0,81.0,0.5625,11.0
Ukraine,5.0,5.0,1,Full-stack,3.0,2,3.0,Software Development,0.0,0.0,1.0,9.945205145887996,0,4.0,2.0,6.0,25.0,9.0,0.5,12.0
United States of America,34.0,,1,Full-stack,5.0,2,34.0,Other,3.0,0.0,30.0,11.849404844423074,1,7.0,8.0,11.0,1156.0,1156.0,0.9714285714285714,26.0
Italy,20.0,,1,Management,1.0,1,11.0,"Internet, Telecomm or Information Services",2.0,1.0,12.0,11.063649525214753,0,6.0,5.0,12.0,400.0,121.0,0.5238095238095238,23.0
Germany,28.0,,1,Full-stack,3.0,2,13.0,Software Development,2.0,0.0,,10.968336211051428,0,6.0,1.0,4.0,784.0,169.0,0.4482758620689655,11.0
Romania,39.0,,1,Back-end,,1,35.0,Software Development,4.0,0.0,5.0,10.958461384174408,1,10.0,1.0,9.0,1521.0,1225.0,0.875,20.0
Sweden,17.0,5.0,1,Back-end,4.0,1,9.0,Software Development,2.0,1.0,10.0,11.560028492438871,1,7.0,4.0,13.0,289.0,81.0,0.5,24.0
Other,15.0,,1,Other,3.0,0,4.0,Other:,1.0,0.0,17.0,10.490329326725142,1,6.0,2.0,5.0,225.0,16.0,0.25,13.0
Brazil,13.0,,1,Back-end,2.0,2,7.0,Software Development,1.0,1.0,4.0,10.684874521945481,1,5.0,4.0,15.0,169.0,49.0,0.5,24.0
United States of America,30.0,,1,Other,5.0,2,15.0,Healthcare,2.0,0.0,5.0,12.445093483000798,0,6.0,,9.0,900.0,225.0,0.4838709677419355,0.0
India,16.0,,1,Full-stack,,1,12.0,Other,2.0,,5.0,10.459468169808975,0,7.0,6.0,6.0,256.0,144.0,0.7058823529411765,19.0
India,27.0,5.0,1,Management,,0,19.0,Government,2.0,1.0,20.0,10.74714307336516,1,10.0,1.0,,729.0,361.0,0.6785714285714286,0.0
Germany,15.0,,1,Back-end,,1,13.0,Retail and Consumer Services,2.0,0.0,2.0,11.438341995170033,0,7.0,4.0,6.0,225.0,169.0,0.8125,17.0
United States of America,16.0,5.0,1,Other,3.0,2,11.0,Software Development,1.0,0.0,5.0,11.519911009143941,0,3.0,1.0,7.0,256.0,121.0,0.6470588235294118,11.0
United States of America,12.0,,1,Management,3.0,2,8.0,Software Development,3.0,1.0,10.0,12.388398368982115,1,6.0,5.0,12.0,144.0,64.0,0.6153846153846154,23.0
Other,9.0,5.0,1,Full-stack,2.0,1,5.0,Software Development,0.0,0.0,9.0,9.806701283848437,0,5.0,2.0,5.0,81.0,25.0,0.5,12.0
Germany,5.0,5.0,1,Other,1.0,1,12.0,Banking/Financial Services,2.0,0.0,20.0,11.661483391611373,0,5.0,1.0,5.0,25.0,144.0,2.0,11.0
